relation_id,sentence_id,description,is_true,expectation,words,p1_start,p1_length,p2_start,p2_length,p2_length,features,weights
217702@36_6-217702@36_11,217702@36,Geena Davis-Reza Jarrahy,t,1,"{On,September,1,"","",2001,"","",Davis,married,Iranian-American,plastic,surgeon,Reza,Jarrahy,-LRB-,born,1971,-RRB-,.}",6,1,11,2,2,"{NGRAM_1_[marry],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]"",people_between_bucket=0}","{3.30568,1.43661,1.43626,-0.721099,0.597677,0.21056}"
16747469@9_0-16747469@9_2,16747469@9,Paul P. Hastings-Frances Charlotte Reed,,0.998,"{Hastings,married,Frances,Charlotte,Reed,on,November,20,"","",1901,when,he,was,29,.}",0,1,2,3,3,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
1284308@34_0-1284308@34_5,1284308@34,Lisa Madigan-Pat Byrnes,t,0.998,"{Madigan,is,married,to,cartoonist,Pat,Byrnes,"","",and,they,have,two,daughters,.}",0,1,5,2,2,"{NGRAM_1_[marry],""BETW_[nsubjpass marry prep_to]"",""BETW_D_[nsubjpass marry prep_to]"",""BETW_L_[nsubjpass prep_to]"",num_words_between_bucket=0,people_between_bucket=0}","{3.30568,1.05901,1.05901,0.775121,-0.721099,0.21056}"
40403652@15_0-40403652@15_7,40403652@15,Corey Harrison-Charlene Harrison,t,0.992,"{Harrison,married,his,high,school,sweetheart,"","",Charlene,Harrison,.}",0,1,7,2,2,"{NGRAM_1_[marry],num_words_between_bucket=1,""BETW_L_[nsubj dobj appos]"",NGRAM_1_[sweetheart],people_between_bucket=0,""NGRAM_3_[high school sweetheart]""}","{3.30568,-0.942828,0.569588,0.343841,0.21056,0.208024}"
3393578@1_30-3393578@1_34,3393578@1,Dwain Esper-Hildegarde Stadie,,0.976,"{Dwain,Esper,Dwain,Esper,-LRB-,October,7,"","",1892,October,18,"","",1982,-RRB-,was,an,American,director,and,producer,of,exploitation,films,-LRB-,some,of,which,were,written,by,Esper,'s,wife,"","",Hildegarde,Stadie,-RRB-,.}",30,1,34,2,2,"{NGRAM_1_[wife],num_words_between_bucket=0,""BETW_L_[poss appos]"",people_between_bucket=0,""BETW_[poss wife appos]"",""BETW_D_[poss wife appos]""}","{3.04107,-0.721099,0.413088,0.21056,0.142143,0.142143}"
8675053@12_0-8675053@12_4,8675053@12,Ephraim Katz-Helen,,0.976,"{Katz,and,his,wife,Helen,had,two,daughters,"","",Alyssa,and,Laura,.}",0,1,4,1,1,"{NGRAM_1_[wife],num_words_between_bucket=0,BETW_L_[conj_and],BETW_D_[conj_and],BETW_[conj_and],people_between_bucket=0}","{3.04107,-0.721099,0.405507,0.405,0.403988,0.21056}"
15373519@23_0-15373519@23_8,15373519@23,Jill Dobson-Jim Ornstein,t,0.984,"{Dobson,has,been,married,to,William,Morris,agent,Jim,Ornstein,since,June,3,"","",2006,.}",0,1,8,2,2,"{NGRAM_1_[marry],""BETW_D_[nsubjpass marry prep_to]"",""BETW_[nsubjpass marry prep_to]"",num_words_between_bucket=1,""BETW_L_[nsubjpass prep_to]"",people_between_bucket=2}","{3.30568,1.05901,1.05901,-0.942828,0.775121,-0.525986}"
350048@64_0-350048@64_10,350048@64,Maxwell Anderson-Gertrude Higger,t,0.99,"{Anderson,then,began,a,relationship,with,a,married,woman,"","",Gertrude,Higger,-LRB-,married,name,"","",Mab,Maynard,"","",stage,name,Mab,Anthony,-RRB-,starting,circa,1930,.}",0,1,10,2,2,"{NGRAM_1_[married],NGRAM_1_[relationship],num_words_between_bucket=1,NGRAM_1_[begin],""BETW_L_[nsubj parataxis nsubj]"",NGRAM_1_[woman]}","{2.72352,1.85837,-0.942828,0.695014,-0.335876,0.262292}"
10840176@44_2-10840176@44_4,10840176@44,"Hugh de Lacy, Lord of Meath-Rohese",,0.91,"{Before,1155,Hugh,married,Rohese,of,Monmouth,-LRB-,also,known,as,Rose,of,Monmouth,or,Roysya,-RRB-,de,Monemue,-RRB-,.}",2,1,4,1,1,"{NGRAM_1_[married],WORD_SEQ_[married],no_dependency,num_words_between_bucket=0,people_between_bucket=0,BETW_[nn]}","{2.72352,1.58492,-1.25763,-0.721099,0.21056,-0.0458232}"
1442541@154_0-1442541@154_4,1442541@154,Dario Franchitti-Ashley Judd,t,0.962,"{Franchitti,married,American,actress,Ashley,Judd,in,December,2001,at,Skibo,Castle,near,Dornoch,"","",Scotland,.}",0,1,4,2,2,"{NGRAM_1_[married],NGRAM_1_[actress],no_dependency,num_words_between_bucket=0,NGRAM_1_[american],people_between_bucket=0}","{2.72352,1.48256,-1.25763,-0.721099,0.617937,0.21056}"
19529430@36_0-19529430@36_2,19529430@36,Thure Kumlien-Margaretta Kumlien,,0.928,"{Thure,and,Margaretta,Kumlien,had,five,children,-LRB-,three,sons,and,two,daughters,-RRB-,"","",including,Augusta,Kumlien,-LRB-,1845,1845,-RRB-,"","",Aaron,Ludwig,Kumlien,-LRB-,1853,1902,-RRB-,"","",Theodore,V.,Kumlien,-LRB-,1855,?,-RRB-}",0,2,2,2,2,"{POS_SEQ_[],WORD_SEQ_[],num_words_between_bucket=0,""BETW_L_[null null nsubj conj_and]"",dep_path_length>5,people_between_bucket=0}","{1.33787,1.33787,-0.721099,0.550571,-0.266299,0.21056}"
857134@25_7-857134@25_14,857134@25,George Aiken-Lola Pierotti,t,0.972,"{Following,his,first,wife,'s,death,"","",Aiken,married,his,longtime,administrative,assistant,"","",Lola,Pierotti,"","",in,1967,.}",7,1,14,2,2,"{NGRAM_1_[marry],num_words_between_bucket=1,""BETW_L_[nsubj dobj appos]"",NGRAM_1_[longtime],people_between_bucket=0,NGRAM_1_[administrative]}","{3.30568,-0.942828,0.569588,0.47153,0.21056,-0.0127762}"
457770@13_0-457770@13_10,457770@13,Michael Angelis-Helen Worth,t,1,"{Angelis,was,married,to,the,``,Coronation,Street,'',actress,Helen,Worth,"","",but,the,couple,divorced,in,2001,.}",0,1,10,2,2,"{NGRAM_1_[marry],NGRAM_1_[actress],""BETW_[nsubjpass marry prep_to]"",""BETW_D_[nsubjpass marry prep_to]"",num_words_between_bucket=1,""BETW_L_[nsubjpass prep_to]""}","{3.30568,1.48256,1.05901,1.05901,-0.942828,0.775121}"
32792504@43_0-32792504@43_8,32792504@43,Chase Reynolds-Kila Reynolds,t,0.962,"{Reynolds,is,married,to,Mrs.,Montana,2011,"","",Kila,Reynolds,.}",0,1,8,2,2,"{NGRAM_1_[marry],num_words_between_bucket=1,""BETW_L_[nsubjpass dep]"",people_between_bucket=0,NGRAM_1_[2011],""BETW_[nsubjpass marry dep]""}","{3.30568,-0.942828,0.23412,0.21056,0.201742,0.109202}"
1557459@10_4-1557459@10_6,1557459@10,Walter Frank Raphael Weldon-Florence Tebb,,0.974,"{On,13,March,1883,Weldon,married,Florence,Tebb,"","",the,daughter,of,William,Tebb,of,Rede,Hall,"","",Burstow,"","",Surrey,.}",4,1,6,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],num_words_between_bucket=0,people_between_bucket=0,""BETW_[vmod marry dobj]"",""BETW_D_[vmod marry dobj]""}","{3.30568,1.58492,-0.721099,0.21056,0.101399,0.101399}"
1990641@18_0-1990641@18_6,1990641@18,John Pizzarelli-Jessica Molaskey,t,0.972,"{Pizzarelli,and,his,wife,"","",singer,Jessica,Molaskey,co-host,the,nationally,syndicated,weekly,radio,program,``,Radio,Deluxe,with,John,Pizzarelli,'',.}",0,1,6,2,2,"{NGRAM_1_[wife],num_words_between_bucket=1,NGRAM_1_[singer],""BETW_L_[conj_and appos]"",people_between_bucket=0,""BETW_D_[conj_and wife appos]""}","{3.04107,-0.942828,0.641028,0.472887,0.21056,0.0607789}"
3519014@4_0-3519014@4_12,3519014@4,Phillips Smalley-Lois Weber,t,0.996,"{Smalley,was,married,to,actress,"","",writer,"","",director,"","",and,producer,Lois,Weber,from,April,29,"","",1904,to,1922,.}",0,1,12,2,2,"{NGRAM_1_[marry],NGRAM_1_[actress],num_words_between_bucket=2,NGRAM_1_[writer],NGRAM_1_[producer],""BETW_L_[nsubjpass prep_to conj_and]""}","{3.30568,1.48256,-1.24788,0.618296,0.439478,0.400382}"
16882665@13_0-16882665@13_9,16882665@13,Ralph Ince-Lucille Lee Stewart,t,0.98,"{Ince,married,three,times,"","",first,to,Vitagraph,player,Lucille,Lee,Stewart,"","",sister,of,actress,Anita,Stewart,.}",0,1,9,3,3,"{NGRAM_1_[marry],num_words_between_bucket=1,NGRAM_1_[time],people_between_bucket=0,NGRAM_1_[player],NGRAM_1_[first]}","{3.30568,-0.942828,0.425523,0.21056,0.197673,0.170769}"
706880@62_0-706880@62_2,706880@62,Jayson Williams-Kellie Batiste,t,1,"{Williams,married,Kellie,Batiste,in,December,1999,;,they,divorced,soon,afterward,.}",0,1,2,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
651532@34_0-651532@34_4,651532@34,Harvey Korman-Donna Ehlert,t,0.998,"{Korman,was,married,to,Donna,Ehlert,from,1960,to,1977,"","",and,they,had,two,children,together,"","",Maria,and,Christopher,Korman,.}",0,1,4,2,2,"{NGRAM_1_[marry],""BETW_D_[nsubjpass marry prep_to]"",""BETW_[nsubjpass marry prep_to]"",""BETW_L_[nsubjpass prep_to]"",num_words_between_bucket=0,people_between_bucket=0}","{3.30568,1.05901,1.05901,0.775121,-0.721099,0.21056}"
5428999@23_2-5428999@23_9,5428999@23,Vera Ralston-Herbert Yates,t,0.918,"{In,1952,Ralston,married,the,head,of,the,studio,Herbert,Yates,.}",2,1,9,2,2,"{NGRAM_1_[marry],num_words_between_bucket=1,people_between_bucket=0,NGRAM_1_[head],NGRAM_1_[studio],""BETW_L_[nsubj dobj prep_of]""}","{3.30568,-0.942828,0.21056,-0.175984,-0.0411182,0.0393022}"
525195@10_0-525195@10_4,525195@10,Thomas O. Paine-Barbara Helen Taunton Pearse,,0.996,"{Paine,was,married,to,Barbara,Helen,Taunton,Pearse,of,Perth,"","",Western,Australia,.}",0,1,4,4,4,"{NGRAM_1_[marry],""BETW_[nsubjpass marry prep_to]"",""BETW_D_[nsubjpass marry prep_to]"",""BETW_L_[nsubjpass prep_to]"",num_words_between_bucket=0,people_between_bucket=0}","{3.30568,1.05901,1.05901,0.775121,-0.721099,0.21056}"
19818408@39_0-19818408@39_4,19818408@39,David Acomba-Sharon Keogh,t,0.996,"{David,met,his,wife,Sharon,Keogh,"","",a,Canadian,radio,and,television,producer,"","",in,1970,.}",0,1,4,2,2,"{NGRAM_1_[wife],NGRAM_1_[meet],num_words_between_bucket=0,""BETW_[nsubj meet dobj]"",""BETW_D_[nsubj meet dobj]"",""BETW_L_[nsubj dobj]""}","{3.04107,1.59169,-0.721099,0.619167,0.619167,0.597677}"
3251127@19_2-3251127@19_6,3251127@19,František Kaberle-Kate ina,,1,"{Franti,ek,Kaberle,married,his,wife,Kate,ina,on,May,30,"","",1998,.}",2,1,6,2,2,"{NGRAM_1_[marry],NGRAM_1_[wife],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,3.04107,1.43661,1.43626,-0.721099,0.597677}"
39418614@5_0-39418614@5_5,39418614@5,Torsten Voges-Ariana Weil,t,0.986,"{Voges,lives,with,his,wife,Ariana,Weil,in,Los,Angeles,.}",0,1,5,2,2,"{NGRAM_1_[wife],NGRAM_1_[live],""BETW_L_[nsubj prep_with]"",num_words_between_bucket=0,""BETW_[nsubj live prep_with]"",""BETW_D_[nsubj live prep_with]""}","{3.04107,0.790261,0.757509,-0.721099,0.237995,0.237995}"
6505295@12_7-6505295@12_10,6505295@12,"Ernst Frederick II, Duke of Saxe-Hildburghausen-Caroline",,0.982,"{In,F,rstenau,on,19,June,1726,Ernst,Frederick,married,Caroline,of,Erbach-F,rstenau,-LRB-,d.,July,1745,-RRB-,.}",7,2,10,1,1,"{NGRAM_1_[marry],WORD_SEQ_[married],num_words_between_bucket=0,people_between_bucket=0,""BETW_D_[prep_on marry dobj]"",""BETW_[prep_on marry dobj]""}","{3.30568,1.58492,-0.721099,0.21056,0.0105691,0.0105691}"
18705309@1_0-18705309@1_19,18705309@1,Helen Levitov Sobell-Morton Sobell,t,0.926,"{Helen,Levitov,Sobell,Helen,Levitov,Sobell,-LRB-,13,March,1918,-,15,April,2002,-RRB-,was,the,wife,of,Morton,Sobell,and,she,petitioned,to,save,the,Rosenbergs,.}",0,3,19,2,2,"{NGRAM_1_[wife],num_words_between_bucket=2,""BETW_L_[nn nsubj prep_of]"",people_between_bucket=2,NGRAM_1_[15],NGRAM_1_[2002]}","{3.04107,-1.24788,0.913383,-0.525986,0.172767,0.134873}"
10138046@6_0-10138046@6_43,10138046@6,"Thomas Stanley, 2nd Earl of Derby-John Osbaldeston",,0.976,"{Stanley,had,four,brothers,"","",Anthony,"","",John,"","",Sir,James,and,George,"","",and,five,sisters,"","",Elizabeth,"","",wife,of,Sir,Edward,Stanley,"","",Eleanor,"","",Katherine,"","",Joan,"","",who,married,Sir,Robert,Sheffield,"","",and,Margaret,"","",wife,of,John,Osbaldeston,"","",esquire,.}",0,1,43,2,2,"{NGRAM_1_[marry],NGRAM_1_[wife],num_words_between_bucket=3,people_between_bucket=2,dep_path_length>5,NGRAM_1_[brother]}","{3.30568,3.04107,-1.53087,-0.525986,-0.266299,-0.225837}"
217512@471_0-217512@471_24,217512@471,Sukarno-Fatmawati,t,0.902,"{Sukarno,married,Siti,Oetari,in,1920,"","",and,divorced,her,in,1923,to,marry,Inggit,Garnasih,"","",whom,he,divorced,c.,1943,to,marry,Fatmawati,.}",0,1,24,1,1,"{NGRAM_1_[marry],num_words_between_bucket=3,NGRAM_1_[divorce],people_between_bucket=2,dep_path_length>5,NGRAM_1_[1943]}","{3.30568,-1.53087,0.847002,-0.525986,-0.266299,0.133913}"
2907464@261_0-2907464@261_6,2907464@261,Steve Albini-Heather Whinna,t,0.998,"{Albini,is,married,to,film,director,Heather,Whinna,"","",and,they,both,work,and,live,in,Chicago,"","",U.S.,Albini,is,Italian,American,and,part,of,his,family,comes,from,the,Piedmont,region,of,Northern,Italy,.}",0,1,6,2,2,"{NGRAM_1_[marry],""BETW_D_[nsubjpass marry prep_to]"",""BETW_[nsubjpass marry prep_to]"",num_words_between_bucket=1,""BETW_L_[nsubjpass prep_to]"",NGRAM_1_[film]}","{3.30568,1.05901,1.05901,-0.942828,0.775121,0.327171}"
162102@46_0-162102@46_2,162102@46,Robert Fitzhamon-Sybil de Montgomery,,0.924,"{Fitzhamon,married,Sybil,de,Montgomery,around,1087,to,1090,"","",apparently,the,youngest,daughter,of,Roger,of,Montgomery,"","",1st,Earl,of,Shrewsbury,by,his,first,wife,Mabel,Talvas,"","",daughter,of,William,I,Talvas,.}",0,1,2,3,3,"{NGRAM_1_[married],WORD_SEQ_[married],no_dependency,num_words_between_bucket=0,people_between_bucket=0,BETW_D_[nn]}","{2.72352,1.58492,-1.25763,-0.721099,0.21056,-0.0458232}"
1098822@8_0-1098822@8_5,1098822@8,Richard Coyle-Georgia Mackenzie,t,0.998,"{Coyle,was,married,to,actress,Georgia,Mackenzie,with,whom,he,has,a,daughter,"","",Purdy,-LRB-,b.,2008,-RRB-,.}",0,1,5,2,2,"{NGRAM_1_[marry],NGRAM_1_[actress],""BETW_D_[nsubjpass marry prep_to]"",""BETW_[nsubjpass marry prep_to]"",""BETW_L_[nsubjpass prep_to]"",num_words_between_bucket=0}","{3.30568,1.48256,1.05901,1.05901,0.775121,-0.721099}"
228073@6_0-228073@6_3,228073@6,Henry Heerup-Emilie Westh,,0.998,"{Henry,Heerup,married,Emilie,Westh,in,1933,.}",0,2,3,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
21321177@31_0-21321177@31_4,21321177@31,Wilhelm Henie-Selma Lochmann-Nielsen,t,0.998,"{Henie,was,married,to,Selma,Lochmann-Nielsen,-LRB-,1888,1961,-RRB-,.}",0,1,4,2,2,"{NGRAM_1_[marry],""BETW_[nsubjpass marry prep_to]"",""BETW_D_[nsubjpass marry prep_to]"",""BETW_L_[nsubjpass prep_to]"",num_words_between_bucket=0,people_between_bucket=0}","{3.30568,1.05901,1.05901,0.775121,-0.721099,0.21056}"
657419@46_0-657419@46_5,657419@46,Robby Benson-Karla DeVito,t,0.99,"{Benson,married,singer,and,actress,Karla,DeVito,on,July,11,"","",1982,.}",0,1,5,2,2,"{NGRAM_1_[married],NGRAM_1_[actress],num_words_between_bucket=0,NGRAM_1_[singer],people_between_bucket=0,""BETW_L_[nn conj_and]""}","{2.72352,1.48256,-0.721099,0.641028,0.21056,0.0803466}"
1605792@40_0-1605792@40_2,1605792@40,Mishal Husain-Meekal Hashmi,t,0.998,"{Husain,married,Meekal,Hashmi,in,July,2003,.}",0,1,2,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
8722305@18_0-8722305@18_6,8722305@18,Sarah Uriarte Berry-Michael Berry,t,0.996,"{Berry,is,married,to,Broadway,actor,Michael,Berry,.}",0,1,6,2,2,"{NGRAM_1_[marry],""BETW_[nsubjpass marry prep_to]"",""BETW_D_[nsubjpass marry prep_to]"",NGRAM_1_[actor],num_words_between_bucket=1,""BETW_L_[nsubjpass prep_to]""}","{3.30568,1.05901,1.05901,1.0492,-0.942828,0.775121}"
7328346@8_0-7328346@8_5,7328346@8,Jean Tinguely-Eva Aeppli,t,0.966,"{Tinguely,married,fellow,Swiss,artist,Eva,Aeppli,in,1951,.}",0,1,5,2,2,"{NGRAM_1_[marry],num_words_between_bucket=0,NGRAM_1_[artist],people_between_bucket=0,NGRAM_1_[fellow],""NGRAM_2_[marry fellow]""}","{3.30568,-0.721099,0.312239,0.21056,0.188856,-0.0232579}"
24851542@7_4-24851542@7_6,24851542@7,George Percy Badger-Maria Wilcox,t,1,"{On,8,January,1840,Badger,married,Maria,Wilcox,in,Valletta,.}",4,1,6,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
24228098@3_0-24228098@3_4,24228098@3,Ivan Steshenko-Oksana Steshenko,,0.944,"{Steshenko,had,a,wife,Oksana,Steshenko,"","",a,daughter,and,a,son,:,Iryna,and,Yaroslav,.}",0,1,4,2,2,"{NGRAM_1_[wife],num_words_between_bucket=0,people_between_bucket=0,""BETW_L_[nsubj dobj dep]""}","{3.04107,-0.721099,0.21056,0.160521}"
36714118@15_0-36714118@15_17,36714118@15,Tonya Surman-Mark Surman,,0.91,"{Tonya,Surman,was,born,in,London,"","",Ontario,"","",and,currently,resides,in,Toronto,with,her,husband,Mark,Surman,"","",CEO,of,the,Mozilla,Foundation,"","",and,their,two,sons,"","",Ethan,and,Tristan,Surman,.}",0,2,17,2,2,"{NGRAM_1_[husband],num_words_between_bucket=2,NGRAM_1_[currently],people_between_bucket=0,NGRAM_1_[bear],NGRAM_1_[reside]}","{2.91657,-1.24788,0.264652,0.21056,-0.20349,0.14445}"
503164@70_0-503164@70_3,503164@70,Ray Liotta-Michelle Grace,t,1,"{Liotta,married,actress,Michelle,Grace,in,February,1997,after,they,met,at,her,ex-husband,-LRB-,Mark,Grace,-RRB-,'s,professional,baseball,game,.}",0,1,3,2,2,"{NGRAM_1_[marry],NGRAM_1_[actress],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.48256,1.43661,1.43626,-0.721099,0.597677}"
17307522@11_0-17307522@11_16,17307522@11,Isaac Ruddell-Elizabeth Bowman,t,0.914,"{Ruddell,became,a,captain,in,the,Washington,County,militia,;,in,the,early,1750s,he,married,Elizabeth,Bowman,.}",0,1,16,2,2,"{NGRAM_1_[marry],num_words_between_bucket=2,NGRAM_1_[become],people_between_bucket=0,NGRAM_1_[early],""BETW_L_[nsubj parataxis dobj]""}","{3.30568,-1.24788,0.445113,0.21056,-0.153569,-0.0786355}"
4081765@19_1-4081765@19_3,4081765@19,"William Tyrrell, 1st Baron Tyrrell-Margaret Ann",,1,"{Lord,Tyrrell,married,Margaret,Ann,"","",daughter,of,David,Urquhart,"","",in,1890,.}",1,1,3,2,2,"{NGRAM_1_[marry],WORD_SEQ_[married],""BETW_D_[nsubj marry dobj]"",""BETW_[nsubj marry dobj]"",num_words_between_bucket=0,""BETW_L_[nsubj dobj]""}","{3.30568,1.58492,1.43661,1.43626,-0.721099,0.597677}"
324812@85_0-324812@85_4,324812@85,Henrietta Lacks-David Lacks,t,0.976,"{Henrietta,'s,husband,"","",David,Lacks,"","",was,told,little,following,her,death,.}",0,1,4,2,2,"{NGRAM_1_[husband],num_words_between_bucket=0,""BETW_L_[poss appos]"",""NGRAM_2_['s husband]"",people_between_bucket=0,""BETW_[poss husband appos]""}","{2.91657,-0.721099,0.413088,0.230306,0.21056,0.189225}"
33374266@27_0-33374266@27_3,33374266@27,Dov Freiberg-Sarah,,0.946,"{Freiberg,'s,wife,Sarah,died,at,the,end,of,2007,"","",and,he,died,a,few,months,later,in,March,2008,at,the,age,of,79,in,Ramla,"","",Israel,.}",0,1,3,1,1,"{NGRAM_1_[wife],num_words_between_bucket=0,people_between_bucket=0,""WORD_SEQ_['s wife]"",BETW_[poss],BETW_L_[poss]}","{3.04107,-0.721099,0.21056,0.122346,0.110193,0.110019}"
385069@116_4-385069@116_10,385069@116,Quanah Parker-Chony,,0.994,"{Over,the,years,"","",Quanah,married,six,more,wives,:,Chony,"","",Mah-Chetta-Wookey,"","",Ah-Uh-Wuth-Takum,"","",Coby,"","",Toe-Pay,"","",and,Tonarcy,.}",4,1,10,1,1,"{NGRAM_1_[marry],NGRAM_1_[wife],num_words_between_bucket=1,people_between_bucket=0,""BETW_L_[nsubj dobj dep]"",NGRAM_1_[six]}","{3.30568,3.04107,-0.942828,0.21056,0.160521,0.04225}"
44354159@34_3-44354159@34_8,44354159@34,Terence Verity-Enid,,0.962,"{It,was,while,Terence,and,his,wife,"","",Enid,"","",were,in,Jordan,"","",doing,some,research,for,their,project,"","",that,he,had,a,fall,at,the,castle,of,Al,Karak,in,the,south,of,the,country,.}",3,1,8,1,1,"{NGRAM_1_[wife],num_words_between_bucket=0,""BETW_L_[conj_and appos]"",people_between_bucket=0,""BETW_[conj_and wife appos]"",""BETW_D_[conj_and wife appos]""}","{3.04107,-0.721099,0.472887,0.21056,0.0607789,0.0607789}"
26999451@44_0-26999451@44_7,26999451@44,Pedro II of Brazil in the Paraguayan War-Bartolom Mitre,,0.946,"{Pedro,II,also,met,the,Argentine,president,Bartolom,Mitre,and,Uruguayan,president,Venancio,Flores,"","",who,were,commanding,the,troops,of,their,respective,nations,.}",0,2,7,2,2,"{NGRAM_1_[meet],num_words_between_bucket=1,""BETW_D_[nsubj meet dobj]"",""BETW_[nsubj meet dobj]"",""BETW_L_[nsubj dobj]"",people_between_bucket=0}","{1.59169,-0.942828,0.619167,0.619167,0.597677,0.21056}"
4562683@56_0-4562683@56_10,4562683@56,Chris Hammond-Lynne,,0.954,"{Chris,resides,in,Oxford,"","",Alabama,with,his,wife,"","",Lynne,.}",0,1,10,1,1,"{NGRAM_1_[wife],num_words_between_bucket=1,""BETW_L_[nsubj prep_with appos]"",people_between_bucket=0,NGRAM_1_[reside],""BETW_D_[nsubj reside prep_with wife appos]""}","{3.04107,-0.942828,0.455993,0.21056,0.14445,0.0134479}"
